product_category,product_name,product_img_url,product_source,product_price,idx
heels,her by invictus,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/15823848/2022/6/16/5ec21cea-8e3f-4e98-a28e-f0d8048927271655366254267-her-by-invictus-Maroon-Solid-Block-Sandals-1881655366253698-1.jpg",heels/her-by-invictus/her-by-invictus-maroon-solid-block-sandals/15823848/buy,Rs. 689,2121
pants,39 THREADS,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18225068/2022/5/11/c2291e95-b909-427f-ae4c-03dbf61279f5165225212375239THREADSMenGreySolidConvertibleTrackPants1.jpg",track-pants/39-threads/-39-threads-men-grey-solid-convertible-track-pants/18225068/buy,Rs. 648,807
t-shirt,Puma,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18480362/2022/5/27/09b9b3d1-cb14-41d7-9e5c-83c5b99cb5781653667824318Tshirts1.jpg",tshirts/puma/-puma-men-grey-solid-cotton-polo-tshirts/18480362/buy,Rs. 809,2360
sneakers,U.S. Polo Assn.,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18000698/2022/5/27/bc9c8759-e052-4f76-b042-69e111717b311653634053018-US-Polo-Assn-Men-Casual-Shoes-1951653634052691-1.jpg",casual-shoes/us-polo-assn/u-s-polo-assn-men-black-pu-sneakers/18000698/buy,Rs. 2079,1962
pants,Jack & Jones,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/14818448/2021/10/8/c77e5a1d-7507-41da-980f-40e7558d77a31633686440681-Jack--Jones-Men-Track-Pants-1781633686440175-1.jpg",track-pants/jack--jones/jack--jones-men-grey-solid-straight-fit-track-pants-with-printed-detailing/14818448/buy,Rs. 1349,917
shirt,Raymond,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17129398/2022/3/10/b651ac74-d75c-4ed9-ba7e-e2aca2bebbf01646896485226-Raymond-Men-Shirts-5591646896484760-1.jpg",shirts/raymond/raymond-men-grey--off-white-self-design-slim-fit-pure-cotton-formal-shirt/17129398/buy,None,254
t-shirt,Reebok,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/11701376/2020/10/17/cea3a34b-41ef-4d75-a625-3b15e7e658811602929468291NextLookMenBlueSlimFitCheckedSemiformalShirtShortsReebokMenS1.jpg",tshirts/reebok/reebok-men-black-solid-running-essentials-short-sleeve-t-shirt/11701376/buy,Rs. 899,1264
skirt,SASSAFRAS,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/15301318/2021/9/8/0603b8ca-a2e7-4af4-b301-6b0fd9cfb9811631092800414JuniperTealRayonPrintedJumpsuitwithWaistTie-UpKurtaSetsAnubh1.jpg",skirts/sassafras/sassafras-women-black-solid-twisted-pencil-skirt/15301318/buy,Rs. 599,1354
shirt,Roadster,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/10944542/2020/3/16/2672914a-f997-4af6-9e7f-d98f36a26cb31584360797050-Roadster-Men-Shirts-8011584360793283-1.jpg",shirts/roadster/roadster-men-white--black-regular-fit-abstract-printed-casual-sustainable-shirt/10944542/buy,Rs. 899,353
shoes,Skechers,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/11376836/2020/2/7/40ac682a-b03f-4dae-830c-62d95f9086f21581070050013SkechersMenNavyBlueELITEFLEXSlip-OnSneakers1.jpg",casual-shoes/skechers/skechers-men-navy-blue-elite-flex-slip-on-sneakers/11376836/buy,Rs. 4199,980
flats,DressBerry,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/15879628/2022/6/9/358f6e83-2863-471a-9576-ea467e9601481654769125338-DressBerry-Women-Flats-3231654769124950-1.jpg",flats/dressberry/dressberry-women-metallic-pink-toned-ballerinas-flats/15879628/buy,None,1973
shorts,HIGHLANDER,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2021/6/2/907b87d4-ef15-4c05-90e6-4eb1e371030e1622608025480-1.jpg",shorts/highlander/highlander-men-beige-floral-printed-slim-fit-mid-rise-regular-shorts/14441212/buy,Rs. 512,2622
shirt,Nautica,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/16088066/2022/5/31/7ab3c3ec-c856-49ab-ac27-1b8fe90d35491654000323374-Nautica-Men-Shirts-9841654000322810-1.jpg",shirts/nautica/nautica-men-red--white-solid-oxford-knit-slim-fit-casual-shirt/16088066/buy,Rs. 1799,2319
skirt,MANGO,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/15315920/2021/9/24/2641f2b5-0bf2-4857-9874-121df979e21d1632479003055-MANGO-Women-Mint-Green-Solid-Pure-Cotton-Knee-Length-Pencil--1.jpg",skirts/mango/mango-women-mint-green-solid-pure-cotton-knee-length-pencil-skirt/15315920/buy,Rs. 1074,507
flats,DressBerry,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2021/4/1/33be6d03-f19a-4431-91e4-dfbdb73e577a1617284167305-1.jpg",flats/dressberry/dressberry-women-red--white-checked-open-toe-flats/14019544/buy,Rs. 599,142
heels,ZAPATOZ,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/14595528/2021/6/28/b2c35587-c7fe-4f51-949d-92dd2627659c1624866679543-ZAPATOZ-Green-Wedge-Sandals-3331624866679344-6.jpg",heels/zapatoz/zapatoz-green-wedge-sandals/14595528/buy,Rs. 699,1178
t-shirt,Tommy Hilfiger,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17418308/2022/6/13/3cf6b94a-d535-4477-b49c-2f182cd9b6211655123569594-Tommy-Hilfiger-Men-Pink--White-Brand-Logo-Embroidered-Pure-C-1.jpg",tshirts/tommy-hilfiger/tommy-hilfiger-men-pink--white-brand-logo-embroidered-pure-cotton-t-shirt/17418308/buy,Rs. 1499,826
bags,Puma,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/13640918/2022/6/13/4c68d569-39a9-4142-bc5e-8802a622de931655120738725PumaUnisexBlackPrintedBetaBackpack1.jpg",backpacks/puma/puma-unisex-black-printed-beta-backpack/13640918/buy,Rs. 989,2127
shirt,GANT,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17187556/2022/2/17/88fe96ff-c2ba-494a-b460-08ae51b678961645111640680GANTMenWhiteCasualShirt1.jpg",shirts/gant/gant-men-white-casual-shirt/17187556/buy,None,168
shirt,INVICTUS,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/1086758/2018/11/29/9138102c-31b0-4e69-9eea-fa34b3cb1a051543486419719-INVICTUS-Pink--White-Checked-Slim-Fit-Formal-Shirt-762154348-1.jpg",shirts/invictus/invictus-pink--white-checked-slim-fit-casual-shirt/1086758/buy,Rs. 989,295
heels,Van Heusen Woman,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18231144/2022/5/12/0a7ecb9c-a9af-43c6-8871-b7df050b4e561652335818152VanHeusenWomanYellowPUBlockPumps1.jpg",heels/van-heusen-woman/van-heusen-woman-women-yellow-pu-block-pumps/18231144/buy,Rs. 1999,292
skirt,Trendyol,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17814454/2022/5/2/6de6e40b-262e-4772-8663-881ed991793a1651491779983TrendyolWomenRustBrownPureCottonBootcutHigh-RiseJeansJeansTr1.jpg",skirts/trendyol/trendyol-women-black-solid-tiered-a-line-skirt/17814454/buy,Rs. 1049,776
dress,Pantaloons Junior,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18134588/2022/5/4/d50eb701-0bb2-44bd-a186-799949f2cd9e1651645020277PantaloonsJuniorLavenderTie-UpNeckDress1.jpg",dresses/pantaloons-junior/pantaloons-junior-lavender-tie-up-neck-dress/18134588/buy,None,607
hats,FabSeasons,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/1963477/2017/6/15/11497515398768-FabSeasons-Women-Hat-6371497515398528-1.jpg",hat/fabseasons/fabseasons-women-beige-patterned-sun-hat/1963477/buy,Rs. 599,2175
heels,J.FONTINI,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18095100/2022/4/29/377ca305-1622-451b-b963-5fbd9b212b2e1651236004328JFONTINIWhiteBlockPumps1.jpg",heels/jfontini/j-fontini-white-block-pumps/18095100/buy,None,2031
shorts,Roadster,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/2292044/2018/3/12/11520858607537-Roadster-Men-Charcoal-Solid-Regular-Fit-Regular-Shorts-5591520858607363-1.jpg",shorts/roadster/roadster-men-charcoal-grey-solid-regular-fit-regular-shorts/2292044/buy,Rs. 714,13
jacket,Puma,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17065622/2022/2/18/f7beba63-0c74-46ff-ad6a-907d8c0c45e41645186233936-Puma-Women-Jackets-8271645186233377-1.jpg",jackets/puma/puma-women-intense-red-solid-hooded-dry-cell-technology-regular-sporty-jacket/17065622/buy,Rs. 1709,2404
skirt,ether,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/16066292/2022/4/28/8841ac42-8e8a-4ea4-9319-4d5a306e8ae91651145630757-ether-Women-Skirts-8931651145630055-1.jpg",skirts/ether/ether-women-navy-blue-pure-cotton-straight-skirt/16066292/buy,Rs. 449,1469
bags,Wildcraft,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/9401615/2019/4/30/3e5c58ac-57d9-4236-a3fc-82dca0c59dd31556629905908-Nike-Unisex-Red-Flip-Duf-1-Duffle-Bag-2291556629904402-1.jpg",duffel-bag/wildcraft/nike-unisex-red-flip-duf-1-duffle-bag/9401615/buy,None,1051
shoes,Skechers,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/15426012/2021/10/25/1b6e49ee-bc23-4328-b6e0-ec8960b92a101635150619883-Go-Walk-Mens-3391635150619315-1.jpg",sports-shoes/skechers/skechers-men-black-go-walk-evolution-ultra-impec-walking-shoes/15426012/buy,Rs. 4124,1425
t-shirt,Roadster,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/13573424/2021/5/28/73d36e83-6d45-4960-abcc-06c120af92ae1622210014696RoadsterWomenMagentaPinkwithredtingeSolidRoundNeckT-shirt1.jpg",tshirts/roadster/the-roadster-lifestyle-co-women-magenta-pink-with-red-tinge-solid-round-neck-pure-cotton-t-shirt/13573424/buy,Rs. 314,922
heels,DressBerry,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/15879624/2022/6/9/7f8aac02-a34d-42da-b218-3e91624c199d1654763481998-DressBerry-Grey-Solid-Pumps-4641654763481599-1.jpg",heels/dressberry/dressberry-grey-solid-pumps/15879624/buy,Rs. 879,1475
shirt,Roadster,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/2116962/2017/9/27/11506510782416-Roadster-Men-Black--Green-Regular-Fit-Checked-Casual-Shirt-5561506510782069-1.jpg",shirts/roadster/roadster-men-black--green-checked-sustainable-casual-shirt/2116962/buy,Rs. 559,1024
heels,Shoetopia,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2021/5/29/0f9312ad-7439-4239-8e85-b7b0d342aaab1622261898960-1.jpg",heels/shoetopia/shoetopia-black-party-slim-heeled-sandals/14416126/buy,Rs. 699,1125
pants,Harvard,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/12671262/2022/2/24/5c3b81dd-3614-475c-9324-5dd054344d611645692913616-Harvard-Women-Rose-Solid-Straight-Fit-Cropped-Track-Pants-70-1.jpg",track-pants/harvard/harvard-women-rose-solid-straight-fit-cropped-track-pants/12671262/buy,Rs. 499,981
pants,United Colors of Benetton,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17784108/2022/5/2/47679773-f8cb-47c0-821f-ae851a83f0bc1651474090689TshirtsVanHeusenMenTshirtsUnitedColorsofBenettonMenTshirtsUn1.jpg",track-pants/united-colors-of-benetton/united-colors-of-benetton-men-grey-melange-brand-logo-printed-joggers/17784108/buy,Rs. 1189,1106
bags,Baggit,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17542706/2022/5/5/bdc0be53-9028-4ee6-bdf3-46e33fd6a1ed1651740732177-Baggit-Women-Handbags-961651740731536-1.jpg",handbags/baggit/baggit-black-textured-structured-handheld-bag/17542706/buy,Rs. 1293,2501
shirt,WROGN,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17024122/2022/4/27/fa6b3a53-67fd-4614-88f5-963bbe4f24391651049999003-WROGN-Men-Shirts-7311651049998516-1.jpg",shirts/wrogn/wrogn-men-black-slim-fit-printed-casual-pure-cotton-shirt/17024122/buy,Rs. 1487,522
shorts,HIGHLANDER,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2021/4/10/ef184f3e-15f2-4e67-a481-4213fce1e4371618030460234-1.jpg",shorts/highlander/highlander-men-olive-green-camouflage-printed-slim-fit-regular-shorts/14063052/buy,Rs. 539,2558
heels,Van Heusen Woman,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18231150/2022/5/12/72c466c7-ad4a-4420-b014-d5de7d10e11c1652338959027VanHeusenWomanBlackPUBlockPumps1.jpg",heels/van-heusen-woman/van-heusen-woman-black-solid-block-pumps/18231150/buy,Rs. 2124,2229
shoes,Campus,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17221270/2022/2/19/fd87f78d-1b8b-4282-81da-99c098539f3c1645273375103CampusMenNavyBlueSportsShoes1.jpg",sports-shoes/campus/campus-men-navy-blue-mesh-walking-shoes/17221270/buy,Rs. 949,2126
dress,Berrylush,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2020/9/18/5af33e3f-a283-435a-aef5-27e478d7a6221600383560963-1.jpg",dresses/berrylush/berrylush-women-rose-solid-styled-back-fit-and-flare-dress/12480208/buy,Rs. 674,346
bags,MANGO,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17968368/2022/5/4/196998f7-47b0-45d0-8810-4e9b02025b3c1651664677296HandbagsMANGOWomenHandbagsMANGOWomenEarringsMANGOWomenWallet1.jpg",handbags/mango/mango-black-solid-leather-structured-shoulder-bag/17968368/buy,None,1840
flats,DressBerry,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2021/1/19/6ffd5b71-3f3c-4d91-a40a-8fab816f15091611054445832-1.jpg",flats/dressberry/dressberry-women-white-laser-cut-mules/13471892/buy,Rs. 949,1466
bags,Allen Solly,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18036776/2022/5/6/a9d8fed8-9614-4cb5-b1cb-ecdf98ae4aa81651817200561-Allen-Solly-Women-Handbags-7391651817200094-1.jpg",handbags/allen-solly/allen-solly-mettalic-toned-solid-shoulder-bag/18036776/buy,Rs. 2474,1048
skirt,H&M,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17203094/2022/2/18/f56af260-66ae-40c0-9989-c22b56362e581645168969135Skirt1.jpg",skirts/hm/hm-blue-floral-printed-skirt/17203094/buy,Rs. 844,2552
jacket,LOCOMOTIVE,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/11066804/2021/3/3/0d8f682b-9a89-47d2-b384-0204e7ff6d891614768214955-LOCOMOTIVE-Men-Solid-Puffer-Jacket-Jacket-6131614768213770-1.jpg",jackets/locomotive/locomotive-men-solid-puffer-jacket-jacket/11066804/buy,Rs. 1434,1324
dress,Vishudh,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2020/12/14/903998a4-3355-4535-9da8-c9155050e4ef1607963941251-1.jpg",dresses/vishudh/vishudh-women-grey-printed-a-line-ethnic-dress/13243454/buy,Rs. 650,2400
shirt,Louis Philippe Ath.Work,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17858388/2022/4/26/380a759d-e72a-4660-a524-6d97e13f0fbf1650960606593-Louis-Philippe-AthWork-Men-Shirts-7571650960605924-1.jpg",shirts/louis-philippe-athwork/louis-philippe-ath-work-men-white-slim-fit-conversational-printed-semiformal-shirt/17858388/buy,Rs. 2099,1904
sneakers,Puma,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/11199034/2022/5/4/c5c97687-5f21-466d-b253-cafc21626d941651661079275PumaMenGreyClaspIDPDarkSneakers1.jpg",casual-shoes/puma/puma-men-grey-clasp-idp-dark-sneakers/11199034/buy,Rs. 2249,944
skirt,ONLY,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18627688/2022/6/6/014ba636-750c-44cc-9f56-9b05d3107eb41654494649099Skirts1.jpg",skirts/only/-only-women-white-solid-a-line-skirt/18627688/buy,Rs. 2589,159
shirt,HIGHLANDER,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/12086038/2020/7/13/e42a7291-ae35-422e-8ac3-46278996debf1594628443119-HIGHLANDER-1811594628441884-1.jpg",shirts/highlander/highlander-men-blue-slim-fit-floral-print-casual-shirt/12086038/buy,Rs. 461,482
jacket,HRX by Hrithik Roshan,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/11846958/2020/8/6/03bf2e66-031e-431d-86f3-553c5d9e40931596693091044-HRX-by-Hrithik-Roshan-Men-Jackets-8291596693079279-1.jpg",jackets/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-grey-solid-hooded-bomber-jacket/11846958/buy,Rs. 2399,477
shirt,Flying Machine,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/15533464/2021/9/29/51a2a4b2-3f6c-4a60-90e3-cb7cf88a28681632902286880-Mens-100-Cotton-Slim-Fit-Dark-Grey-Shirt-6931632902286207-1.jpg",shirts/flying-machine/flying-machine-men-charcoal-grey--white-slim-fit-opaque-checked-casual-shirt/15533464/buy,Rs. 1209,868
heels,House of Pataudi,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/14979054/2022/4/7/fcba6905-83a7-4524-bc34-3b8f4eac19a81649321950008-House-of-Pataudi-Peach-Coloured--Gold-Toned-Embroidered-Hand-1.jpg",heels/house-of-pataudi/house-of-pataudi-peach-coloured--gold-toned-embroidered-handcrafted-one-toe-slim-heels-/14979054/buy,Rs. 1849,1079
dress,SASSAFRAS,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17240082/2022/3/2/9bd7edec-6510-4e91-966e-9bdd0ff2c8bd1646212098394-SASSAFRAS-Women-Dresses-321646212097816-1.jpg",dresses/sassafras/sassafras-mustard-yellow--blue-floral-georgette-maxi-dress/17240082/buy,Rs. 899,1600
sneakers,Shoetopia,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/12801330/2022/5/18/2cd77f67-b0a8-4168-a10b-87d580e3af0a1652855024141ShoetopiaWomenBlackSneakers6.jpg",casual-shoes/shoetopia/shoetopia-women-black-sneakers/12801330/buy,Rs. 799,1094
sneakers,ASIAN,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2019/4/23/23a6f015-a3a2-4084-9c8e-3fffe93b5e331555994242249-1.jpg",casual-shoes/asian/asian-women-red-sneakers/9389947/buy,Rs. 399,1960
shorts,HRX by Hrithik Roshan,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/8851923/2019/4/2/9d7fcddf-cfd7-4a31-8c1c-080ba7ebab441554193989498-HRX-by-Hrithik-Roshan-Men-Red-Solid-Regular-Fit-Sports-Short-1.jpg",shorts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-red--rapid-dry-lightweight-dolphin-running-shorts/8851923/buy,Rs. 699,2257
jacket,Nautica,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/14550606/2022/6/1/e78460c9-5c95-41ec-ba5d-a9d1b52653bb1654065098077-Nautica-Men-Jackets-4341654065097371-1.jpg",jackets/nautica/nautica-men-maroon-solid-puffer-jacket/14550606/buy,Rs. 3999,758
sneakers,ASICS,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17957814/2022/5/20/3660a722-3ce3-4228-a650-4dfcb8d47c3c1653030248783-LYTECOURT-6441653030248298-1.jpg",casual-shoes/asics/asics-men-white--blue-perforated-lytecourt-sneakers/17957814/buy,Rs. 3999,858
skirt,SASSAFRAS,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/16707706/2022/1/21/e256f8dd-6c3d-47bf-af52-0426882611851642736564675-SASSAFRAS-Women-Skirts-6841642736564165-2.jpg",skirts/sassafras/sassafras-women-mustard-yellow--white-floral-print-a-line-skirt/16707706/buy,Rs. 679,1750
heels,Shezone,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/15868224/2021/10/20/da637729-a0b4-4758-b923-dec36b575cdc1634717067354ShezoneBlackBlockPumpswithBuckles1.jpg",heels/shezone/shezone-black-block-pumps-with-buckles/15868224/buy,Rs. 779,64
pants,Anouk,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17090280/2022/5/5/84742807-6bc3-470a-b8e1-adc9b96b02381651741720282-Anouk-Women-Kurta-Sets-4031651741719614-7.jpg",kurta-sets/anouk/anouk-women-mustard-yellow-pure-cotton-kurti-with-dhoti-pants/17090280/buy,Rs. 1399,2437
shorts,max,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18683282/2022/6/9/f7a53a81-ebea-47b9-9b69-b8bfb9b2ddb41654769915094Shorts1.jpg",shorts/max/max-men-black-sports-shorts/18683282/buy,None,2244
heels,Shezone,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/16582594/2021/12/22/b2d178c1-a889-4bfe-b61f-60ed8d6476491640172563106ShezoneBlackStilettoPumps1.jpg",heels/shezone/shezone-black-stiletto-pumps/16582594/buy,Rs. 1499,2426
dress,DEEBACO,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17658046/2022/3/28/735b0668-6419-402c-b38c-8a64ef3478831648477862082DEEBACOBlueMaxiDress1.jpg",dresses/deebaco/deebaco-blue-maxi-dress/17658046/buy,Rs. 979,1966
flats,Denill,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/16356264/2021/12/4/3d4ee4c7-6d2f-4d87-8e85-6e03c52871391638590807061DenillWomenGreyMulesFlats1.jpg",flats/denill/denill-women-grey-mules-flats/16356264/buy,Rs. 499,1416
shorts,Nike,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/13624708/2021/3/4/6dfef805-f7cf-4ce4-a87f-1221b28d50731614846051468-Nike-Challenger-Mens-Brief-Lined-Running-Shorts-988161484604-1.jpg",shorts/nike/nike-men-black-solid-standard-fit-challenger-dri-fit-running-sports-shorts/13624708/buy,Rs. 1615,187
t-shirt,The Dry State,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17953440/2022/4/20/5e2fdd32-5ed0-4651-af1a-f5f11de4c51b1650456121841TheDryStateMenWhiteTypographyPrintedV-NeckAppliqueOutdoorT-s1.jpg",tshirts/the-dry-state/the-dry-state-men-white-casual-converssational-printed--round-neck-short-sleeve-t-shirt/17953440/buy,Rs. 539,55
shoes,U.S. Polo Assn.,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17894204/2022/4/25/5b82380c-a861-46fc-b4ff-afeafbcfb0d91650868454464-US-Polo-Assn-Men-Sports-Shoes-9811650868454137-1.jpg",sports-shoes/us-polo-assn/us-polo-assn-men-off-white-textile-lebron-30-walking-shoes/17894204/buy,Rs. 3224,1521
pants,Mast & Harbour,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/13392030/2022/6/7/6daec8a1-55af-496d-aafc-658f8ba2be691654574134277-Mast--Harbour-Women-Grey-Melange-Slim-Fit-Solid-Joggers-4061-1.jpg",track-pants/mast--harbour/mast--harbour-women-grey-melange-slim-fit-solid-joggers/13392030/buy,Rs. 674,1377
shorts,Roadster,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/11489620/2020/6/11/6190873b-32ec-495d-8396-e075f9dca7c11591857371664-Roadster-Women-Shorts-7591591857369969-4.jpg",shorts/roadster/roadster-women-blue-washed-regular-fit-denim-shorts/11489620/buy,Rs. 629,1501
skirt,Tokyo Talkies,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/16200856/2021/11/22/dd18ee69-681c-493e-966b-81c6405dd70a1637576567782Skirts1.jpg",skirts/tokyo-talkies/tokyo-talkies-women-black-solid-a-line-mini-skirt/16200856/buy,Rs. 659,2678
t-shirt,UnderJeans by Spykar,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18727812/2022/6/14/2a9606da-97cf-4dd9-9d94-e387159ad0541655192875273UnderJeansbySpykarMenYellowSolidPoloCollarPureCottonLoungeTs1.jpg",lounge-tshirts/underjeans-by-spykar/-underjeans-by-spykar-men-yellow-solid-polo-collar-pure-cotton-lounge-tshirts/18727812/buy,None,693
shoes,TWIN TOES,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18103262/2022/4/30/66fba833-7b85-4dea-88c4-821128b824481651317103553TWINTOESWomenBlackSportsShoes1.jpg",sports-shoes/twin-toes/twin-toes-women-black--pink-sports-shoes/18103262/buy,Rs. 799,1056
shirt,Flying Machine,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17600608/2022/6/1/d05b9f33-425a-4e33-b08b-6851765ca64e1654087321867-Flying-Machine-Men-Black-Slim-Fit-Floral-Printed-Casual-Shir-1.jpg",shirts/flying-machine/flying-machine-men-black-slim-fit-floral-printed-casual-shirt/17600608/buy,Rs. 1349,2052
sneakers,Lancer,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18144870/2022/5/4/93c74e87-5834-4d3c-9be6-fac8c0aa32721651668366961LancerMenWhiteSneakers1.jpg",casual-shoes/lancer/lancer-men-white-sneakers/18144870/buy,Rs. 974,1246
