product_category,product_name,product_img_url,product_source,product_price,idx
t-shirt,Tommy Hilfiger,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17418218/2022/4/20/4e8b45df-cde5-4731-b03b-2d6a70e62dc71650448801374-Tommy-Hilfiger-Men-Tshirts-8741650448800863-1.jpg",tshirts/tommy-hilfiger/tommy-hilfiger-men-red-brand-logo-printed-pure-cotton-t-shirt/17418218/buy,Rs. 1499,2652
jacket,ZALORA BASICS,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18033708/2022/4/26/b3e126bc-1293-4e54-a34d-0e38934bbaf11650954754624Jackets1.jpg",jackets/zalora-basics/zalora-basics-men-black-denim-jacket/18033708/buy,Rs. 3224,2374
skirt,Chemistry,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17046804/2022/5/18/df6084b3-53c9-4835-a5eb-b7ebb40d297e1652848391547PureCottonTshirtsBeingHumanMenShirtsPeterEnglandCasualsMenTo1.jpg",skirts/chemistry/chemistry-women-blue-pure-cotton-knee-length-a-line-flared-skirt/17046804/buy,Rs. 934,697
heels,Taavi,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17142604/2022/2/23/23464bd7-dc9d-4920-ac4c-db01608f972f1645599086714-Taavi-Navy-Blue--Beige-Floral-Printed-Wedges-190164559908612-1.jpg",heels/taavi/taavi-navy-blue--beige-floral-printed-wedges/17142604/buy,Rs. 919,2671
skirt,PATRORNA,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18101086/2022/4/30/7a65f6a5-e6f5-4f9c-9d99-13861762f3531651297957556PatrornaWomensHighWaistMiniSkirtInBottleGreen1.jpg",skirts/patrorna/-patrorna-women-green-solid-mini-skirt/18101086/buy,Rs. 749,309
dress,Berrylush,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2021/5/17/500c5e00-0a20-49de-9f95-16b65a7d52a11621269288642-1.jpg",dresses/berrylush/berrylush-pink-floral-crepe-maxi-dress/14327580/buy,Rs. 968,479
skirt,Purple Feather,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/1294879/2016/4/6/11459942588510-Purple-Feather-Black-Pencil-Skirt-6751459942587971-1.jpg",skirts/purple-feather/purple-feather-black-pencil-skirt-with-back-slit/1294879/buy,Rs. 509,1774
sneakers,AfroJack,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/9356411/2022/1/30/a9017119-5c24-4c07-bf6d-87b35b4c7cf61643528983238AfroJackMenGreySneakers1.jpg",casual-shoes/afrojack/afrojack-men-grey-sneakers/9356411/buy,Rs. 699,1794
dress,Antheaa,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/13602866/2021/2/26/472e3d81-04ae-44e0-8054-13f64630a5431614324204446-Antheaa-Women-Dresses-511614324202339-1.jpg",dresses/antheaa/antheaa-women-green--beige-floral-printed-tiered-maxi-dress/13602866/buy,Rs. 1565,216
shirt,Nautica,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/15353332/2021/10/28/bdc95f47-c089-4b70-a61a-1a2aae2050b31635400447693-Nautica-Men-Shirts-4361635400447136-1.jpg",shirts/nautica/nautica-men-navy-blue-slim-fit-solid-casual-shirt/15353332/buy,Rs. 1484,829
heels,ZAPATOZ,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/14961998/2021/8/10/1fab893d-8d1b-4c9a-8dbe-916ce54bc4361628600107331-ZAPATOZ-Grey-PU-Flatform-Sandals-8761628600107107-6.jpg",heels/zapatoz/zapatoz-grey-pu-flatform-sandals/14961998/buy,Rs. 849,2205
sneakers,Skechers,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/14931596/2021/8/17/28d13e39-7497-4c5d-a3ac-27649ec393fc1629192015951-Skechers-Men-Casual-Shoes-7721629192014013-1.jpg",casual-shoes/skechers/skechers-men-navy-blue-elite-flex-prime-take-over-sneakers/14931596/buy,Rs. 4874,1379
shoes,LOCOMOTIVE,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/9785483/2020/12/3/9ae1cdc6-8d0d-42f9-9dde-87ad334d182c1606963394083LOCOMOTIVEMenWhiteSneakers1.jpg",casual-shoes/locomotive/locomotive-men-white-sneakers/9785483/buy,Rs. 796,827
heels,Khadims,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18311626/2022/5/18/6eda2b5b-d7a7-42a7-a70a-3ea3bf237e751652872638375KhadimsBlackBlockSandals1.jpg",heels/khadims/khadims-black-block-sandals/18311626/buy,None,581
bags,DressBerry,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/7016612/2022/6/13/e7cdd011-0201-4066-bf21-54e59d8092b41655121253605-DressBerry-Peach-Coloured-Quilted-Sling-Bag-2681655121253490-6.jpg",handbags/dressberry/dressberry-peach-coloured-quilted-sling-bag/7016612/buy,Rs. 1399,810
skirt,plusS,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/13897786/2021/4/14/471a703d-275e-4ee4-8d7f-f03b092e1b721618389825185-plusS-Women-Skirts-4201618389824672-1.jpg",skirts/pluss/pluss-elegant-beige-and-black-animal-printed-a-line-maxi-skirt/13897786/buy,Rs. 593,1833
sneakers,WROGN,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/8939133/2022/6/1/8d9945ce-a798-4a13-bd68-9751a55ba12c1654082426926-WROGN-Men-White-Solid-Sneakers-41654082426602-1.jpg",casual-shoes/wrogn/wrogn-men-white-solid-sneakers/8939133/buy,Rs. 2579,504
shoes,H&M,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/16928466/2022/1/25/fba1dfac-1260-4a00-907f-bd4c1c005d681643089443272SuedeChelseaboots1.jpg",casual-shoes/hm/hm-men-black-suede-chelsea-boots/16928466/buy,None,404
bags,Van Heusen,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17642994/2022/4/1/d36a5c19-a04f-4bb8-ae09-20c9277f9e181648811605875-Van-Heusen-Women-Handbags-5481648811605329-1.jpg",handbags/van-heusen/van-heusen-navy-blue-textured-structured-satchel/17642994/buy,Rs. 2519,1994
t-shirt,Harvard,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/16886214/2022/3/28/af0e562a-3525-442b-86cf-0cdb205b211b1648464991991-Harvard-Women-Tshirts-9921648464991523-1.jpg",tshirts/harvard/harvard-women-black--red-typography-printed-short-sleeve-casual-t-shirt/16886214/buy,Rs. 449,544
bags,MANGO,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17607992/2022/5/4/121c7099-aed6-41d3-accd-14e1fa4d4f5c1651664908936HandbagsMANGOWomenHandbagsMANGOWomenEarringsMANGOWomenWallet2.jpg",laptop-bag/mango/mango-women-black-solid-laptop-sleeve/17607992/buy,Rs. 1792,2046
shoes,Woodland,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/7686538/2019/7/4/57dd3584-cf82-486d-82b3-e7090bc405b81562224527486-Olive-Outdoor-Shoes-4811562224526352-1.jpg",casual-shoes/woodland/olive-outdoor-shoes/7686538/buy,Rs. 3310,2293
skirt,PATRORNA,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17899192/2022/4/16/8e578931-a7d6-4504-ba80-5637c3bb32c91650094130824PatrornaWomensPlusSizeLongWrapSkirtInBlack1.jpg",skirts/patrorna/patrorna-women-plus-size-black-long-wrap-skirt/17899192/buy,Rs. 899,2416
t-shirt,H&M,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18376792/2022/5/23/467685ae-9df8-4889-a0cf-be7cdc58c2e51653281526501RelaxedFitPrintedT-shirt1.jpg",tshirts/hm/hm-men-blue-relaxed-fit-printed-cotton-t-shirt/18376792/buy,None,603
sneakers,Reebok Classic,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/16996076/2022/5/13/f2e67807-931e-444b-a9ea-ebb9eab2e5311652439694361-Reebok-Classic-Women-Casual-Shoes-9941652439694044-1.jpg",casual-shoes/reebok-classic/reebok-classic-women-white-solid-leather-sp-sneakers-/16996076/buy,Rs. 5249,2447
pants,The Indian Garage Co,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/11962068/2020/7/7/eddf8ff1-5a7e-41e6-8ffb-6dd62a1a05971594108654349-The-Indian-Garage-Co-Men-Lounge-Pants-2151594108651899-1.jpg",lounge-pants/the-indian-garage-co/the-indian-garage-co-men-blue-checked-lounge-pants/11962068/buy,Rs. 434,464
pants,HERE&NOW,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/16040254/2021/12/10/8cb069c7-69ed-4af9-9f34-51e98475514b1639139313321-HERENOW-Men-Track-Pants-1911639139312650-1.jpg",track-pants/herenow/herenow-men-grey--orange-colourblocked-pure-cotton-joggers/16040254/buy,Rs. 664,213
heels,Vishudh,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/13926388/2021/8/5/39690458-dd19-4628-8da9-5182c948ccc41628146012481VishudhWomenRoseGoldWovenDesignSandals1.jpg",heels/vishudh/vishudh-women-rose-gold-woven-design-sandals/13926388/buy,Rs. 768,1097
bags,Mast & Harbour,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/10521238/2020/1/17/19cb82ad-958a-4136-b1fd-0aaaf6e5e0461579238305992-Mast--Harbour-Beige-Croc-Textured-Shoulder-Bag-2101579238304-1.jpg",handbags/mast--harbour/mast--harbour-beige-croc-textured-shoulder-bag/10521238/buy,Rs. 1869,979
shorts,HIGHLANDER,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2018/12/7/59fc1160-96c9-431c-b60e-c16d4cef47661544132107554-1.jpg",shorts/highlander/highlander-men-olive-green-solid-slim-fit-chino-shorts/8120153/buy,Rs. 599,1536
sneakers,Tommy Hilfiger,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/16289762/2022/5/11/d58c2f96-3bf0-429d-a3d4-cd76976c901d1652251924067-Tommy-Hilfiger-Men-Casual-Shoes-4841652251923697-1.jpg",casual-shoes/tommy-hilfiger/tommy-hilfiger-men-black-sneakers/16289762/buy,Rs. 6799,1383
shorts,United Colors of Benetton,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17565502/2022/5/23/c2ea7982-a14f-40a1-9734-793a5926d8411653290015845KISAHMenBeigeGreenWovenDesignSherwaniwithDhotiPantsDupattaTs1.jpg",shorts/united-colors-of-benetton/united-colors-of-benetton-men-olive-green-brand-logo-graphic-printed-shorts/17565502/buy,Rs. 753,1870
heels,ICONICS,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18012036/2022/4/23/20eeb6f5-6384-4cef-a1e2-817cef6580901650713280494ICONICSPinkWedgePumps1.jpg",heels/iconics/iconics-pink-wedge-pumps/18012036/buy,Rs. 798,1831
shorts,The Indian Garage Co,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18372504/2022/6/3/c1b5f4c9-37ca-419f-a890-cb934ea819071654252171839-The-Indian-Garage-Co-Men-Shorts-8201654252171190-1.jpg",shorts/the-indian-garage-co/the-indian-garage-co-men-blue-printed-slim-fit-cotton-chino-shorts/18372504/buy,Rs. 623,2161
dress,Tokyo Talkies,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/16831946/2022/2/7/6073ac1b-0c48-4683-b244-cee72e3ef91e1644248506284-Tokyo-Talkies-Teal-Solid-Maxi-Flared-Dress-9131644248505705-1.jpg",dresses/tokyo-talkies/tokyo-talkies-women-tranquil-teal-solid-dress/16831946/buy,Rs. 685,2497
skirt,anayna,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/10698576/2019/10/4/740c0c61-3e56-4e96-98cd-7b7b2a9ef9c21570173453935-Anayna-Womens-Printed--A-Line-Skirt-3981570173452305-1.jpg",skirts/anayna/anayna-cream-coloured--red-printed-flared-maxi-skirt/10698576/buy,Rs. 764,2112
jacket,SASSAFRAS,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/11064262/2022/3/24/55df2a08-0373-4f51-a6ef-8a7b146919141648121991599-SASSAFRAS-Women-Mustard-Brown-Solid-Corduroy-Jacket-47716481-7.jpg",jackets/sassafras/sassafras-women-mustard-brown-solid-corduroy-jacket/11064262/buy,Rs. 624,1834
dress,plusS,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/14059246/2021/6/12/5b8ed788-f73d-4fdb-9381-240cc79dcdac1623482176241PUMAMenOliveGreenSolid10ForestNightTrackpantsTshirtsPumaMenS1.jpg",dresses/pluss/pluss-green--white-floral-a-line-mini-dress/14059246/buy,Rs. 809,356
skirt,PATRORNA,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18101070/2022/4/30/a9d56582-7da6-473f-9be7-b5e7dd40787b1651298164118PatrornaWomensLongTulipSkirtInMustard1.jpg",skirts/patrorna/-patrorna-women-mustard-solid-tulip-skirts/18101070/buy,Rs. 699,116
pants,W,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/13407260/2021/6/7/921d8068-4233-4564-9263-7fd223fd59401623040012730-Grey--Printed-Short-Kurta-Pants-Set-4201623040011804-1.jpg",kurta-sets/w/w-women-brown-striped-panelled-sequinned-kurta-with-dhoti-pants--dupatta/13407260/buy,Rs. 5249,2415
shirt,GANT,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17926044/2022/4/19/1d273264-2292-462b-937b-304c36acbe991650314359465GANTWomenPurpleFloralPrintedCasualShirt1.jpg",shirts/gant/gant-women-purple--green-floral-printed-casual-shirt/17926044/buy,None,1168
pants,Tokyo Talkies,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/16270044/2022/3/27/41ad5d32-33d8-4583-93df-ccc1c7570d1b1648366155209TokyoTalkiesWomenBurgundyJoggers1.jpg",track-pants/tokyo-talkies/tokyo-talkies-women-burgundy-joggers/16270044/buy,Rs. 492,1177
heels,Shoetopia,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/12365188/2020/9/2/c95c9d85-e526-4d05-b51b-e91a1257c82a1599025880450ShoetopiaGirlsPinkTexturedSandals1.jpg",heels/shoetopia/shoetopia-girls-pink-textured-block-heels/12365188/buy,Rs. 749,1914
t-shirt,United Colors of Benetton,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17565370/2022/5/17/7c4a75fb-24bf-448b-9610-6cb74a480cd51652772235378UnitedColorsofBenettonMenWhiteNavyBlueBrandLogoPrintedT-shir1.jpg",tshirts/united-colors-of-benetton/united-colors-of-benetton-men-white--navy-blue-colourblocked-t-shirt/17565370/buy,Rs. 657,501
dress,Janasya,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18760552/2022/6/17/7bcc1f7b-22b7-4cbb-8a29-285c256b0b9e1655464189193Dresses1.jpg",dresses/janasya/janasya-blue-floral-georgette-a-line-midi-dress/18760552/buy,Rs. 1393,345
dress,plusS,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2018/12/7/e4d4754c-2fa5-41ba-81fd-6eb163cdf8331544206974378-1.jpg",dresses/pluss/pluss-women-blue-embroidered-denim-shirt-dress/8126489/buy,Rs. 1079,2680
t-shirt,Nautica,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/15339488/2021/10/26/ebc16ad2-cbcd-493d-858d-00c957b01b3a1635231580702-Nautica-Men-Tshirts-7531635231580334-1.jpg",tshirts/nautica/nautica-men-navy-blue-solid-polo-collar-casual-t-shirt-with-contrast-collar/15339488/buy,Rs. 1649,2301
shoes,Campus,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/15027270/2021/8/4/a586257c-860a-46bd-add5-b45157cf303a1628084649593Campus1.jpg",sports-shoes/campus/campus-men-purple-mesh-running-non-marking-shoes/15027270/buy,Rs. 1049,1805
heels,20Dresses,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18677390/2022/6/8/1ca45f89-7830-488d-a928-4122ef3249f3165470195526620DressesBlackUntieYourDreamsHeelsforWomen1.jpg",heels/20dresses/20dresses-black-textured-pu-party-block-peep-toes-with-buckles/18677390/buy,Rs. 1596,1630
jacket,Vero Moda,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18076800/2022/4/30/6dc8b568-208b-4f54-a36c-d3fe7736bac51651263592517VeroModaWomenBlueLonglineTailoredJacketwithPatchwork1.jpg",jackets/vero-moda/vero-moda-women-blue-longline-tailored-jacket-with-patchwork/18076800/buy,Rs. 2449,1044
heels,Shoetopia,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/14479746/2021/6/8/a3640c3a-66a2-4587-bd8c-763720f1d1651623128335389-Shoetopia-Black-Colourblocked-Block-Mules-1271623128335122-1.jpg",heels/shoetopia/shoetopia-black-colourblocked-block-mules/14479746/buy,Rs. 699,137
skirt,NEUDIS,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2021/3/10/9a5284b1-c5ce-44a0-8792-861879254be31615376150015-1.jpg",skirts/neudis/neudis-women-maroon-solid-flared-mini-skirt/13847296/buy,Rs. 515,1000
shoes,U.S. Polo Assn.,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/15212310/2022/4/25/5f2ed2d7-08fa-43b1-aa47-45880243eaf11650883694430USPoloAssnMenWhiteSolidTarantiaSneakers1.jpg",casual-shoes/us-polo-assn/us-polo-assn-men-white-solid-tarantia-sneakers/15212310/buy,Rs. 2339,1572
pants,ADIDAS Originals,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/16982636/2022/2/17/f2e6691d-4da5-48e3-ba32-2ae9427755981645083010811-ADIDAS-Originals-Women-Track-Pants-8051645083010053-1.jpg",track-pants/adidas-originals/adidas-originals-women-black-ribbed-cuffed-solid-sustainable-joggers/16982636/buy,Rs. 3999,921
skirt,AKKRITI BY PANTALOONS,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18273990/2022/5/14/3555b438-fa11-47d1-919e-845204ea20b01652518950449AKKRITIBYPANTALOONSWomenBlackPrintedFlaredMaxiSkirts1.jpg",skirts/akkriti-by-pantaloons/akkriti-by-pantaloons-women-black-printed-flared-maxi-skirts/18273990/buy,None,1089
skirt,Berrylush,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18255504/2022/5/30/5bd994e9-33bd-4bab-bec0-1e5225d193b01653886979644-Berrylush-Women-Blue-Ditsy-Floral-Print-High-Rise-A-Line-Ski-1.jpg",skirts/berrylush/berrylush-blue-ditsy-floral-print-high-rise-a-line-skirt/18255504/buy,Rs. 685,1343
heels,H&M,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18224038/2022/5/11/08ea4733-d936-4353-a0aa-f5f482a092801652218015786Mules1.jpg",heels/hm/hm-women-black-sandals/18224038/buy,Rs. 1609,1187
t-shirt,Roadster,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/7425136/2018/12/17/f21fd306-4109-4f73-a809-1dcb220af9161545031404062-Roadster-Women-Olive-Green-Solid-Henley-Neck-T-shirt-3101545-1.jpg",tshirts/roadster/roadster-women-olive-green-solid-henley-neck-pure-cotton-t-shirt/7425136/buy,Rs. 399,67
dress,plusS,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/13526262/2021/2/22/0fc2fcd7-6f31-440b-b8a5-a6cf7777bfe11613973602491-plusS-Women-Dresses-6391613973600595-1.jpg",dresses/pluss/pluss-women-peach-coloured-satin-finish-solid-maxi-wrap-dress/13526262/buy,Rs. 704,687
heels,Marc Loire,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/4368681/2018/4/7/11523099481468-Marc-Loire-Women-Black-Shimmer-Block-Heels-9591523099481369-1.jpg",heels/marc-loire/marc-loire-women-black-shimmer-block-heels/4368681/buy,Rs. 987,813
heels,GNIST,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/15577706/2021/9/23/b7d3bba0-c4d6-4760-95e3-c2c2d1dd69a61632384057412GNISTBlueBlockSandalswithBows6.jpg",heels/gnist/gnist-blue-block-sandals-with-bows/15577706/buy,Rs. 999,1053
hats,Golden Peacock,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17455968/2022/3/9/88f6787b-0a49-427d-a81f-fe1c499c79701646830976198Hat1.jpg",hat/golden-peacock/golden-peacock-women-pink-embellished-sun-hat/17455968/buy,Rs. 441,172
shorts,UNDER ARMOUR,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17163844/2022/4/4/e12af87c-433b-403b-82d3-d73d1dd499c51649065852729-UA-TECH-GRAPHIC-SHORT-6831649065852590-1.jpg",shorts/under-armour/under-armour-men-black-training-tech-graphic-shorts/17163844/buy,None,676
flats,Gibelle,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18349562/2022/5/20/2f8c9d49-ccce-4978-a363-0d9706941f381653038356854GibelleWomenBlackEmbellishedOpenToeFlatswithBows1.jpg",flats/gibelle/gibelle-women-black-solid-open-toe-flats-/18349562/buy,Rs. 499,614
bags,Aristocrat,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/16835482/2022/1/31/e562a2f3-03ca-4970-9ef1-5107dd87a6241643615595438-Aristocrat-Unisex-Trolley-Bag-5701643615594799-1.jpg",trolley-bag/aristocrat/aristocrat-red-solid-nile-4w-exp-76-large-trolley-suitcase/16835482/buy,Rs. 3419,483
heels,Shoetopia,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/12462708/2022/5/18/9b481af0-91d9-41bd-aebb-2102bfe5c69d1652855018098ShoetopiaWomenRedSolidStilettos6.jpg",heels/shoetopia/shoetopia-women-red-solid-stilettos/12462708/buy,Rs. 699,242
bags,Baggit,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/16058400/2022/1/3/ee23676a-b8f4-4efb-a222-4b6f186e4bd41641210156652-Baggit-Women-Handbags-6311641210156103-1.jpg",handbags/baggit/baggit-beige-structured-shoulder-bag/16058400/buy,Rs. 1255,1746
dress,SASSAFRAS,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/2223310/2017/12/6/11512540475263-SASSAFRAS-Women-Navy-Blue-Embellished-A-Line-Dress-2511512540475022-1.jpg",dresses/sassafras/sassafras-navy-embellished-a-line-dress/2223310/buy,Rs. 863,1850
shoes,Slazenger,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/15104400/2022/5/11/e4ebdc7f-6252-4894-bd0e-349ea2f2687e1652267646923-Slazenger-Men-Black-Woven-Design-Running-Shoes-3181652267646-1.jpg",sports-shoes/slazenger/slazenger-men-black-woven-design-running-shoes/15104400/buy,Rs. 899,1911
jacket,Puma,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18245190/2022/5/16/de61259e-487b-43f1-83c3-b45a5db329361652648618776Jackets1.jpg",jackets/puma/puma-men-black-sporty-jacket-with-patchwork/18245190/buy,Rs. 1649,2585
bags,Van Heusen,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18193244/2022/5/17/fdffe3ef-7ed1-49b1-9672-d4e5d18310b31652769531673-Van-Heusen-Green-PU-Structured-Sling-Bag-6121652769531195-1.jpg",handbags/van-heusen/van-heusen-green-pu-structured-sling-bag/18193244/buy,Rs. 1499,1457
hats,ONLY,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17423600/2022/3/7/d676c136-1fb3-4d8c-88a5-ebb85ebc1fb71646650827639Hat1.jpg",hat/only/only-women-pink--white-self-design-bucket-hat/17423600/buy,Rs. 1299,1166
sneakers,FILA,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/16782180/2022/1/13/e0c1c00d-4857-4156-8de6-974e1921a4c31642057810269FILAWomenBlackLeatherSneakers1.jpg",casual-shoes/fila/fila-women-black-leather-sneakers/16782180/buy,Rs. 5099,1272
heels,Mochi,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18308586/2022/5/18/76c0be15-61fd-4aa6-b1f5-c7712bb95e1f1652864027297MochiBlackBlockMules1.jpg",heels/mochi/mochi-black-block-mules/18308586/buy,None,1364
bags,Safari,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/1850670/2017/5/19/11495171124253-Safari-Unisex-Trolley-Bag-1011495171123890-1.jpg",trolley-bag/safari/safari-unisex-black-regloss-antiscratch-large-suitcase/1850670/buy,Rs. 4318,1523
sneakers,Mactree,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/13925962/2021/12/7/18dff181-ad89-4f11-86e2-60bb3a860fcb1638861752000MactreeMenWhiteColourblockedSneakers1.jpg",casual-shoes/mactree/mactree-men-white-colourblocked-sneakers/13925962/buy,Rs. 744,1333
heels,Vishudh,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/14379354/2021/7/28/b8e930f1-3e27-49a4-91cd-d8c9081f6d7f1627462658272VishudhWomenRedTexturedBlockHeels1.jpg",heels/vishudh/vishudh-women-red-textured-block-heels/14379354/buy,Rs. 573,878
bags,Wildcraft,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/10293735/2019/8/7/483df849-7c23-4f20-9f62-bec89249f4791565178346243-Wildcraft-Women-Blue-Graphic-Backpack-2701565178344141-1.jpg",backpacks/wildcraft/wildcraft-women-blue-graphic-backpack/10293735/buy,None,1419
dress,SASSAFRAS,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/13843002/2021/3/22/a6e6b08d-5ed5-4db0-b638-8a714739f6d51616387920963-SASSAFRAS-Women-Dresses-5211616387919967-1.jpg",dresses/sassafras/sassafras-yellow--purple-dyed-maxi-dress/13843002/buy,Rs. 1049,1970
